firm,ndc_firm_id
"NIPPON PAINT HOLDINGS CO., LTD.",24509
Bayer Aktiengesellschaft & Chinese,00026
Trustees of Tufts College (AKA Tufts University),40098
"Nippon Pharmaceutical Development Institute Co., Ltd.",24509
Sandoz Pharm. Corp.,00185
Laboratories Smith Kline & French,70188
Research Development Corporation of Japan,52654
"501 Advanced Peptide Development, Ltd.",69488
SIR International,50633
"Advanced Magnetics, Inc.",69488
"Integrated Genetics, Inc.",73141
United States Borax & Chemical Corporation,58733
501 Fresenius AG,18124
Kyowa Hakko Kagyo Co.,42747
"State of Israel, Represented by Prime Minister's Office, Israel Institute for Biological Research",62481
Applied Medical Research,81425
Laboratorios Vinas S.A.,72483
MOUNT SINAI HOSPITAL,67465
"Baker Cummins Pharamaceuticals, Inc.",76102
CENTER FOR MOLECULAR MEDICINE AND IMMUNOLOGY,82800
Bayer Akt.,00026
National Research Corporation,82076
Laboratories Chauvin,70188
"Institute of Molecular Biology, Inc.",55330
"Shionogi and Co., Ltd. Patent Department",59630
"STATE OF ISRAEL, ISRAEL INSTITUTE FOR BIOLOGICAL RESEARCH",62481
Royal North Shore Hospital and Area Health Service,68791
University of Virginia Alumni Patents Foundation,60215
Mitsubishi Kasei Corporation,70510
American Biotechnology Company,58701
"Johnson & Johnson Patient Care, Inc.",84539
Boehringer Ingelheim Zentrale GmbH,00597
MEDICAL UNIVERSITY OF SOUTH CAROLINA,62137
Nippon Mining Company Limited,24509
APS Research Limited,52654
"Daiichi Pure Chemicals Co., Ltd.",65597
"Johnson & Johnson Consumer Products, Inc.",84539
Janssen Pharmaceutica N.V. frame-543,50458
UNITED STATES DEPARTMENT OF ENERGY,58733
SA Laboratoire Roger Bellon,63388
Nova Technology Corporation,62484
Long Island Jewish Medical Center,81298
Laboratoires Sobio S.A.,62169
"Boehringer Mannheim Italia, S.p.A.",00597
Pharm-Allergan GmbH,77039
"JAPAN PET DRUGS CO., LTD.",87130
"Kowa Comp., Ltd.",66869
"HEM Research, Inc.",52654
"Rugby-Darby Group Companies, Inc.",00536
NIPPON HYPOX LABORATORIES INCORPORATED,24509
University of Louisville,60215
"Alpha-Beta Technology, Inc.",69335
"DAIICHI PHARMACEUTICAL CO., LTD.",65597
Industria Farmaceutica Serono SpA,84663
"Spectrum Consumer Products Co., Inc.",76961
Nippon Oil & Fats Co. Ltd.,24509
Specialty Foods Investement Company,84228
National Starch and Chemical Investment Holding Copporation,82076
"Creative BioMolecules, Inc.",82660
National Science Council,82076
Fresenius AG,18124
Boehringer Mannehim GmbH,00597
"ML Technology Ventures, L.P.",73927
Alliance Pharmaceutical Corp.,72238
"John Wyeth & Bro., Limited",61140
"Applied Analytical Industries, Inc.",81425
Mount Sinai School of Medicine,67465
National Energy Council,82076
"Lilly, SA",00002
Arizona Technology Development Corporation,61973
Laboratories UPSA,70188
Nucleic Acid Research Institute,75053
Nicholas Kiwi Pty Ltd.,67899
"RESEARCH CORPORATION TECHNOLOGIES, INC.",52654
Great Lakes Chemical Corp.,64092
Institute for Applied Biotechnology,55330
Medical Biology Institute,62137
Serono OTC S.A.,44087
Center for Innovative Technology,82800
Les Laboratoires Beecham S.A.,62169
"Baker Cummins Dermatologicals, Inc.",76102
NDM Acquisition Corp.,71293
Science et Organization,84804
Atlantic Pharmaceutical Products Limited,17856
Revlon,10967
"ARIZONA BOARD OF REGENTS, ACTING FOR AND ON BEHALF OF ARIZONA STATE UNIVERSITY",61973
Applied Genetics,81425
"Kyowa Hakko Co., Ltd.",42747
Science et Organisation,84804
Laboratoires Delagrange Societe d'Application Pharmacodynamiques,62169
APPLIED RESEARCH SYSTEMS ARS HOLDING N.V.,81425
LABORATOIRES SERONO S.A.,62169
Laboratoires Lucien,62169
Boehringer Ingelheim Int'l. GmbH,00597
"McNeil-PPC, Inc.",12830
"State of Oregon, acting by and through the Oregon State Board of Higer Education, acting for and on behalf of the Oregon Health Sciences University",62481
"Summit Technology, Inc.",43674
"Imperial Chemical Industries PLC, ICI Pharma",83837
"Washington University Technology Associated, Inc.",68428
Bio-Tox Diagnostics Kommanditbolag,50914
Imperial Chemistries Industries PLC,83837
"International Genetic Engineering, Inc.",50633
Smith Kline & Franch Laboratories Limited,11043
"Kyowa Hakko Gogyo Co., Ltd.",42747
Laboratoires OM S.A.,62169
"American Biogenetic Sciences, Inc.",58701
The State of Oregon acting by and through the State Board of Higher Education on behalf of Oregon Health Sciences University,62481
"Japan Fine Chemical Co., Ltd.",87130
UNITED PHARMACEUTICALS,58733
"Arizona Board of Regents, a body corporate of Arizona State University",61973
"Japan Immunoresearch Laboratories Co., Ltd.",87130
Florida State University,73060
"Dai-Nippon Sugar Mfg. Co., Ltd.",24509
"University Technologies International, Inc.",60215
Laboratoires Delagrange (Synthelabo),62169
t-PA Technology Trust,73927
Warner Lambert Pottery Road Limited,69428
Medical College of Pennsylvania,62137
"The United States Government as represented by the Secretary, DHHS",58733
Edward Mendell & Co.,66910
Trustees of the University of Penna,40098
Boehringer Ingelheim Italia S.p.A.,00597
"Dong-A Pharm. Co., Ltd.",73242
"Quest International Flavors & Food Ingredients Company, division of Indopco, Inc.",17433
Trigen GmbH,13811
The University of N.C. at Chapel Hill,60215
Korea Greencross Corp.,73391
The United States of America as represented by the Secretary of Health and Human Services STA DC COD 06,58733
Cis Bio International,50633
"BOC Health Care, Inc.",84992
"Micro-Collagen Pharmaceutics, Ltd.",83018
"Standard Chemical & Pharmaceutical Co., Ltd.",00360
"NIPPON MEKTRON, LTD.",24509
"Olympus Optical Co., Ltd.",73624
"Daiichi Radioisotope Laboratories, Ltd.",65597
"R-Tech Ueno, Ltd.",77595
Japan Antibiotics Research Association,87130
"Eisai Chemical Co., Ltd.",62856
Institute for Molecular Biology & Biotechnology/FORTH,55330
"Laboratories Almirall, S.A.",70188
ALBERT EINSTEIN COLLEGE OF MEDICINE OF YESHIVA UNIVERSITY,83002
Research and Education Institute,52654
"Pacific Chemical Co., Ltd.",60758
Merck Patentgesellschaft,00006
"Somerset Pharmaceuticals, Inc.",70069
LABORATORIOS ANDROMACO S.A.,72483
"Martek Limited, LLC",84053
University of Toronto Innovations.Foundation,60215
"Traditional Chinese Medicine Research Laboratory, Inc.",78732
United States Department of Health and Human Services,58733
LABORATOIRES CARILENE,62169
State of Oregon,62481
M.L. Laboratories PLC,70188
Central Sydney Area Health Service,85674
"National Pain Institute, Inc.",82076
Shionogi Seiyaku Kabushiki Kaisha,59630
"Pfizer Hospital Products Group, Inc.",00013
LABORATOIRE THERAMEX,63388
Laboratoire Chauvin S.A.,63388
Imperial Chemical House,83837
"Advance Co., Ltd.",60615
"Elf Sanofi, A French Corp.",00024
"COR Therapeutics, Inc.",79952
"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",83837
"Procter & Gamble Pharmaceuticals, Inc.",58933
THE REGENTS OF THE UNIV. OF CALIFORNIA,76326
National De La Sante et De La Recherche Medicale,82076
"Ocular Research of Boston, Inc.",70382
London Hospital Medical College,80860
Plant Genetic Systems N.V.,84009
Laboratories Merck Sharp & Dohme-Chibret,70188
"Laboratorios Cusi, S.A.",72483
THE UNIVERSITY OF TEXAS,60215
Natural Carotene Corporation,84181
Laboratoires Mayoly Spindler,62169
"American BioScience, Inc.",58701
Laboratoires USPA,62169
"Applied Immune Sciences, Inc.",81425
Washington Research Foundation,68428
Virginia Commonwealth University Medical College,60563
"PACIFIC CONSULTANTS CO., LTD.",60758
"Health Maintenance Programs, Inc.",84992
Merck Sharp & Dohme-Chibret,00006
"Mallinckrodt Veterinary, Inc.",63004
Vita-Invest S.A.,84834
SK&F Laboratories Ltd.,70188
"The Arizona Board of Regents, A Body Corporate Acting on Behalf of Arizona State University",61973
Laboratorio Farmaceutico Lofarma S.r.l.,65131
Trinity university,54295
"Advanced Therapies, Inc.",69488
North Shore University Hospital Research Corporation,42887
Medical College of PA,62137
West Agro Inc.,65008
"Nippon Zeon Co., Ltd.",24509
Swiss Serum and Vaccine Institute Berne,60232
"The Center for Blood Research, Inc.",82800
"Sano Co., Ltd.",80216
University of Conn.,60215
The United States of America as represented by the Secretary of the Dept. of Health & Human Services,58733
"S.L.T. Japan Co., Ltd.",87130
Delta Biotechnology Limited,66353
"Skin Biology, Inc.",82657
Institute of Organic Chemistry and Biochemistry of the Academy of,55330
"Albert Einstein College of Medicine of Yeshiva University, a division of Yeshiva University",83002
Boehringer Mannheim Pharmaceuticals Corp.,00597
"Advance Biofactures of Curacao, N.V.",60615
Martek Biosciences Corporation,84053
The James Black Foundation Limited,46414
AS Biotech-Mackzymal,81309
The Hope Heart Institute,60267
Japan as represented by Director General of the Agency of Industrial Science and Technology,87130
The American National Red Cross,58701
"Cambridge NeuroScience, Inc.",52422
The Regents of the University of New Mexico,76326
HCS Research and Development,52654
3i Research Exploitation Limited,52654
Delta Agro Industries,66353
Medical College of Wisconsin Research Foundation,62137
Baxter Diagnostics Inc.,00338
Japan Lotion Company,87130
University of Houston-University Park,60215
Emu Products Western Australia Pty. Ltd.,10018
"Kyowa Hakko Kohyo Co., Ltd.",42747
"Dade International, Inc.",70672
Pierre Fabre Cosmetique,64370
S S P L Safe Sex Products Licensing Societe Anonyme,49215
"North American Vaccine, Inc.",42887
ML Laboratories,70188
"SUMITOMO METAL INDUSTRIES, LTD.",63402
Korea Green Cross Corporation CNT KRX COD 03 ITX a part interest,73391
Texas Biotechnology Corporation,85811
Zhejiang Provincial Hospital of Traditional Chinese Medicine,70412
Dermatology Home Products Inc.,85344
BIOTECH AUSTRALIA PTY. LTD.,81309
La Jolla Cancer Research Foundation,68547
Johnson & Johnson Medical GMBH,84539
Mount Sinai School of Medicine of the City of New York,67465
"Life Medical Sciences, Inc.",84890
Laboratoires Inocosm,62169
Medical College of Hampton Roads,62137
National Jewish Center for Immunology and Respiratory Medicine,82076
Laboratoires De Therapeutique Moderne,62169
Laboratories Monal,70188
Johnson & Johnson Vision Products Inc.,84539
James N. Gamble Institute of Medical Research,46414
University Research Foundation,60215
"Apex Bioscience, Inc.",63479
UNIVERSITY HOSPITALS OF CLEVELAND,60215
The National Blood Authority,82076
"Sanofi Winthrop, Inc.",00024
"TAP Holdings, LLC",58048
General Motors LLC,21220
Virus Research Institute,74707
K.V. Pharmaceutical Company,62211
"Dong Wha Pharmaceutical Industrial Co., Ltd.",73242
NIPPON STEEL CORPORATION,24509
"HUMAN GENOME SCIENCES, INC.",71356
"LTT Institute Co., Ltd.",55330
Laboratoires Phytocos,62169
Medical Sciences Research Institute,62137
The University of Toledo and Medical College of Ohio,60215
L.I.M.A.D. Limited,69662
"Alpha-1 Biomedicals, Inc.",69335
SHISEIDO INTERNATIONAL FRANCE,58411
"Methodist Hospital of Indiana, Inc.",69864
Commonwealth and Industrial Research Organization,54528
ISIS PHARMA GmbH,87121
Fisher Controls International LLC,57516
Virginia Polytechnic Institute and State University,60563
"Columbia Laboratories, Inc.",61016
Duke Univ.,71782
Canadian Spinal Research Organization,54291
Care Technologies Inc.,20394
ImClone Systems Incorporated,66733
The Johns Hopkins University School of Medicine,40089
Southern Research Inst.,61567
Chemical Works of Richter Gedeon Ltd.,63146
LSU Medical Center,62137
University of Leiden,60215
"Advanced Tissue Sciences, Inc.",69488
"Applied Microbiology, Inc.",81425
"Medical Discoveries Group, Inc.",62137
Laboratoires Hoechst,62169
ARP Biomed Ltd.,69250
"NIPPON PAPER INDUSTRIES CO., LTD.",24509
Leo Pharmaceutical Products Ltd.A/S/ (L.o slashed.vens kemiske Fabrik Produktionsaktieselskab),62211
Pharming B.V.,71274
University of GA Research Foundation,60215
Royal Free Hospital School of Medicine,68791
University of Kansas Medical Center,60215
Karo Bio Aktiebolag,84485
Beiersdorf-Lilly GmbH,10356
"Competitive Technologies, Inc.",81442
Pharmacia & UpJohn AB,00009
"Middlesex Sciences, Inc.",63961
T. J. Smith & Newphew Limited,11043
Henry M. Jackson Foundation,00404
Pharmacia S.p.A.,00009
ECC International Limited,50633
Pacific Northwest Research Foundation,60758
Cambridge Neuroscience Research Inc.,52422
"State of Oregon, Acting by and Through the Oregon State Board of Higher Education on Behalf of the Oregon Health Sciences University, a non-profit organization",62481
Laboratoires Glaxo SA,62169
"Advanced Cardiovascular Systems, Inc.",69488
Bracco International BV,00270
RESEARCH INSTITUTE OF INDUSTRIAL SCIENCE & TECHNOLOGY,52654
Institute of Dental Surgery,55330
"CBR Laboratories, Inc.",70188
"Ascent Pediatrics, Inc.",43602
Tetra Werke Dr. rer. nat. U. Baensch GmbH,49406
"Les Laboratoires Aeterna, Inc.",62169
Bayer S.p.A.,00026
Valley Cancer Institute,81803
"PGK, Enterprises, Inc.",83741
Advanced Corneal Systems,69488
University of Massachusetts Medical Center,60215
Oxford Biosciences Limited,69584
Minneapolis Medical Research Foundation,55147
LG Chemical Ltd.,63146
Research Triangle Pharmaceuticals,52654
Drug Institute,70985
Co-Enzyme Technology Ltd.,76378
Georgia State Univ. Research Foundation,54622
THE UNIVERSITY OF NEWCASTLE RESEARCH ASSOCIATES LIMITED,60215
"Baker Norton Pharmaceuticals, Inc.",76102
UNIVERSITY OF ARIZONA,60215
Human Cell Cultures Inc.,71356
Sanofi Sante Nutrition Animale,00024
Imperial Chemical Company,83837
La Jolla Cancer Research Center,68547
"I MEDEX CO., LTD.",65866
UNIVERSITY OF NEBRASKA BOARD OF REGENTS,60215
"Bio Med Sciences, Inc.",82026
"Drug Innovation & Design, Incorporated",70985
Clarion Pharmaceuticals Inc.,69693
LABORATORIOS DALMER S.A.,72483
"CV Therapeutics, Inc.",79952
Laboratoires Biocodex,62169
"Micro-Pak, Inc.",83018
Cal International Limited,50633
Georgia State University,54622
"Kowa Tekuno Sachi Co., Ltd.",66869
Takeda Chem. Ind. Ltd.,00944
Laboratoires Dolisos,62169
New York State Office of Mental Health,82355
Nippon Socea Kabushiki Kaisha,24509
"FHJ Scientific, Inc.",69113
"Biotech Research Labs, Inc.",81309
Northern Illinois University,82716
"HIV Diagnostics, Inc.",50914
"Alkermes Controlled Therapeutics, Inc.",65757
Biopure Corporation,78674
Boehringer Ingelheim (Canada) Ltd.,00597
Neptune Pharmaceutical Corporation,84869
"Boehringer Inglehiem Pharmaceuticals, Inc.",00597
GPI Nil Holdings Inc.,58048
Johns Hopkins Univ. School of Medicine,40089
"University of Hawaii, Office of Technology Transfer and Economic Development",60215
"Institute of Pharmacology, West China Univ. of Medical Sciences",55330
"International Medical Innovations, Inc.",50633
Micro Therapeutics,83018
"K.O. Technology, Inc.",73927
"Novo Nordisk Biotech, Inc.",00169
University Hospital,60215
JOHN WAYNE CANCER INSTITUTE,61140
"THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE DEPARTMENT OF HEALTH AND HUMAN SERVICES, NATIONAL INSTITUTES OF HEALTH",58733
Regents of the University of CA,76326
"LDS Technologies, Inc.",80324
Laboratoire Laphal,63388
The Institute of Physical and Chemical Research,55330
Santen Oy,65086
Pharmaceutical Discovery Corporation,62211
"International Brachytherapy, S.A.",50633
Behring Diagnostics GmbH,00053
C.I.R.D. Galderma,00299
"Institute of Materia Medica, an institute of the Chinese Academy of Medical Sciences",55330
Central Laboratory of The Netherlands Red Cross Blood Tranfusion Service,85674
Development Biotechnological Processes S.N.C.,72908
John Hopkins School of Medicine,61140
"Precision Therapeutics, Inc.",68094
Ferring-Research Limited,55566
La Roche Posay-Laboratoire Pharmaceutique,00140
C V Technologies Inc.,80324
Laboratoire Glaxo Wellcome,63388
University Of Pittsburgh University Patent Committee Policy And Procedures,60215
Institute of Applied Biochemistry Gifu-ken,55330
"Southern Cross Biotech Party, Ltd",61567
Laboratorio CHile S.A.,65131
Amgen Boulder Inc.,55513
Mount Sinai School of Medicine of the City University of New York,67465
University of Vermont,60215
"The Research & Development Institute, Inc.",52654
"MallincKrodt Medical, Inc.",63004
The Regents of the University of Technology Office of Technology Transfer,76326
Ambi Inc.,73453
Boehringer Mannheim Pharmaceuticals Corporation-SmithKline Beecham Corporation Limited Partnership #1,00597
Bio-Virus Research Incorporated,74707
SAM Research Corporation,52654
Laboratoires Besins Iscovesco,62169
Micro Active Protein AB,83018
"SUN MEDICAL CO., LTD.",62137
Novartis Finance Corporation,00078
The Research Foundation of State of New York,52654
The Institute for Child Health Research,55330
The University of British Columbia - University Maison Office (Industrial),60215
The Institute of Child Health Research,55330
"Sage R&D, a partnership",83119
Novartis Nutrition AG,00078
LINK-TECH INC.,66908
Pacific Northwest Cancer Foundation,60758
Advanced Research & Technology Institute,69488
National Institute for Pharmaceutical Research and Development Federal Ministry of Science and Technology,82076
EL Management LLC,83591
University of Limburg,60215
University of Pittsburgh Medical Center,60215
GS DEVELOPMENT AB,72908
The Regents of the University of California at San Diego,76326
Advanced Viral Research Corporation,69488
Japan Science and Technology,87130
Roche Vitamins Inc.,00140
Georgia State,54622
Japan Energy Corporation,87130
Fortune Bio-Tech Limited,51467
"APPLIED FOOD BIOTECHNOLOGY, INC.",81425
A.sup.+ Science Invest AB,84804
"Sanofi Pharmaceuticals, Inc.",00024
"MEDICAL CONCEPTS DEVELOPMENT, INC.",62137
Dade Behring Marburg GmbH,70672
Isis Innovation Limited,87121
American Red Cross,58701
American Dental Association Health Foundation,58701
University of Medicine and Dentistry of New Jersey,60215
The John P. Robarts Institute,61140
Barbara Ann Karmanos Cancer Institute,78714
Novo Nordisk A/S—Novo Alle,00169
Sage R&D,83119
Charlotte Hospital Authority,64646
"Athena Neurosciences, Inc.",71511
Bd. of Trustees of Leland Stanford Junior University,40098
Eastern Virginia Medical School of the Medical College of Hampton,68915
HSC Research and Development Limited Partnership,52654
Allegheny University of the Health Sciences,57799
University of WA,60215
Genzyme Transegenic Corporation,58468
MISSION Corp.,65954
East & Midlothian NHS Trust,72808
Behring Diagnositcs GmbH,00053
THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER,60215
"Nanning Maple Leaf Pharmaceutical Co., Ltd.",85999
"MCW Research Foundation, Inc.",52654
"Advanced Poymer Systems, Inc.",69488
THE AGRICULTURAL RESEARCH ORGANIZATION,83933
KING'S COLLEGE,57955
Karo Bio AB,84485
"THM Biomedical, Inc.",24562
Japan as represented by the Director General of the Agency of National Institute of Health,87130
University Institute of Pharmaceutical Sciences,60215
Pfizer Pharamaceuticals Inc.,00013
"Hainan Life Nourishing Pharmacy Co., Ltd.",14335
Human Gene Therapy Research Institute,71356
"Imperial Cancer Research Technology, Ltd.",83837
Korea Research Institute of Chemistry Technology,73391
"Pharmacal Biotechnologies, LLC",24765
University of Maryland Biotechnology Institute,60215
Laboratoires Fournier SA,62169
The General Hospital Corporation/Board of Supervisors of Louisiana State University,21220
AGRICULTURAL AND MECHANICAL COLLEGE,83933
Bay Development Corporation SA,72908
"Commonwealth Biotechnologies, Inc.",54528
Medical College of Pennsylvania and Hahnemann University,62137
"Advanced Protection Technologies, Inc.",69488
"The School of Pharmacy, University of London",76123
Institute for Advanced Skin Research Inc.,55330
Nova Nordisk A/S,62484
Paragon Medical,42702
CAMBRIDGE ANTIBODY TECHNOLOGY LIMITED,52422
Noble Laboratories,85463
Biotest Pharma GbmH,83372
IPR-Institute for Pharmaceutical Research AG,55330
The Texas & M University System College,85811
Tempo G,80524
"Scientific Feed Laboratory Co., Ltd.",69113
Boehringer Mannheim Pharmaceuticals Corporation Smith Kline Corporation Limited Partnership No. 1,00597
"Insmed Pharmaceuticals, Inc.",71558
THE REGENTS OF THE UNIV. OF MICHIGAN,76326
Genesis Research & Development Corporation Limited,52481
"International Technology Management Associates, Ltd.",50633
Laboratoire European De Biotechnologie S.A.,63388
"Bio-Safe Enterprises, Inc.",49215
Medical Doctors Research Institute,62137
"Japan Clinic Co., Ltd.",87130
"Target Therapeutics, Inc.",81052
Baxter Biotech Technology SARL,00338
Baker Medical Research Institute,76102
Royal Children's Hospital Research Foundation,68791
Merck Sharp,00006
"Institute of Medicinal Molecular Design, Inc.",55330
"Dongwha Pharm. Ind. Co., Ltd.",51352
"Research Foundation of CUNY, Hunter College",52654
"Takeda Chemical Ind., Ltd.",00944
National Jewish Medical and Research Center,82076
"GEORGIA STATE RESEARCH FOUNDATION, INC.",54622
International Corporation,50633
Boehringer Indelheim KG,00597
Centaur Pharmaceutical Pvt. Ltd.,64330
Natural Medio Tech A/S,84181
Oxford Glycosciences (UK) Ltd,69584
"University of Massachusetts, as Represented by its Amherst Campus",60215
Takeda Chemical,00944
C-Chem AG,63830
L.A.M. Pharmaceutical Corp.,62211
SIGMA-TAU INDUSTRIE FARMACEUTICHE S.P.A.,84831
Roche Diagnostics GMBH,00140
"PPG Industries, Inc.",85954
Fourstar Group Inc.,80684
Roberts Laboratories Inc.,46123
Amgen Canada Inc.,55513
"Access Pharmaceuticals, Inc.",10056
BTP International Limited,50633
Southern BioSystems,61567
Baxter Aktiengesellschaft,00338
"INSTITUTE OF IMMUNOLOGY CO., LTD.",55330
Laboratoire Cosmetique De Lecousse,63388
U.R. Labs,54288
Dr. Reddy's Research Foundation,55111
